pin_powers   1.8013704068241467,   1.8783148581036746,   1.96106177548119,   2.0345123920056865,   2.0195679407261595,   1.9524259555446195,   1.8632839703630797,   1.7625926017060363,   1.658549383475503,   1.5601543156714786,   1.4749567817694664,   1.4009567817694664,   1.3420555487204724,   1.2917036991469812,   1.2523518495734907,   1.2463518495734909,   1.8013704068241467,   1.8783148581036746,   1.96106177548119,   2.0345123920056865,   2.0195679407261595,   1.9524259555446195,   1.8632839703630797,   1.7625926017060363,   1.658549383475503,   1.5601543156714786,   1.4749567817694664,   1.4009567817694664,   1.3420555487204724,   1.2917036991469812,   1.2523518495734907,   1.2463518495734909,   1.8013704068241467,   1.8783148581036746,   1.96106177548119,   2.0345123920056865,   2.0195679407261595,   1.9524259555446195,   1.8632839703630797,   1.7625926017060363,   1.658549383475503,   1.5601543156714786,   1.4749567817694664,   1.4009567817694664,   1.3420555487204724,   1.2917036991469812,   1.2523518495734907,   1.2463518495734909,   1.8013704068241467,   1.8783148581036746,   1.96106177548119,   2.0345123920056865,   2.0195679407261595,   1.9524259555446195,   1.8632839703630797,   1.7625926017060363,   1.658549383475503,   1.5601543156714786,   1.4749567817694664,   1.4009567817694664,   1.3420555487204724,   1.2917036991469812,   1.2523518495734907,   1.2463518495734909,   1.8013704068241467,   1.8783148581036746,   1.96106177548119,   2.0345123920056865,   2.0195679407261595,   1.9524259555446195,   1.8632839703630797,   1.7625926017060363,   1.658549383475503,   1.5601543156714786,   1.4749567817694664,   1.4009567817694664,   1.3420555487204724,   1.2917036991469812,   1.2523518495734907,   1.2463518495734909,   1.8013704068241467,   1.8783148581036746,   1.96106177548119,   2.0345123920056865,   2.0195679407261595,   1.9524259555446195,   1.8632839703630797,   1.7625926017060363,   1.658549383475503,   1.5601543156714786,   1.4749567817694664,   1.4009567817694664,   1.3420555487204724,   1.2917036991469812,   1.2523518495734907,   1.2463518495734909,   1.8013704068241467,   1.8783148581036746,   1.96106177548119,   2.0345123920056865,   2.0195679407261595,   1.9524259555446195,   1.8632839703630797,   1.7625926017060363,   1.658549383475503,   1.5601543156714786,   1.4749567817694664,   1.4009567817694664,   1.3420555487204724,   1.2917036991469812,   1.2523518495734907,   1.2463518495734909,   1.8013704068241467,   1.8783148581036746,   1.96106177548119,   2.0345123920056865,   2.0195679407261595,   1.9524259555446195,   1.8632839703630797,   1.7625926017060363,   1.658549383475503,   1.5601543156714786,   1.4749567817694664,   1.4009567817694664,   1.3420555487204724,   1.2917036991469812,   1.2523518495734907,   1.2463518495734909,   
cool_lithium   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   2.1,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.9,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   2.2,   
pin_avg_crud_massdensity   0.0,   0.00044759708534582203,   0.0010406119582578284,   0.002303762674621203,   0.004327366464689138,   0.0059155060132439485,   0.006712293939109374,   0.006885890138258017,   0.006778615179475031,   0.0063021328807350225,   0.005702223579038109,   0.005022958027043421,   0.0037733937083857913,   0.0023681851989084076,   0.0014472260261005608,   0.0013320898435726077,   0.0,   0.0004731776995670901,   0.0011001005477935014,   0.0024748558348306133,   0.004841148400509079,   0.006472105999871076,   0.007160266132551931,   0.007298231816882246,   0.007192366294996065,   0.0067822241745004634,   0.006152905092977585,   0.00546893907146432,   0.0043581010564705544,   0.002850279322178849,   0.0017402219220020454,   0.001601129045254469,   0.0,   0.00038363937693356175,   0.0008918939897983814,   0.001965436298388816,   0.003095074124288032,   0.004724358171137896,   0.005533214418111109,   0.005737299620121722,   0.00577547855391051,   0.005459244743686829,   0.004933730521205139,   0.003979632268167178,   0.002634660302161757,   0.001608176850479456,   0.0009863271493203134,   0.0009085589782783318,   0.0,   0.00042201251231669914,   0.0009811228460035624,   0.0021624828769824973,   0.0038760131267137404,   0.005719527705088225,   0.006468768226052587,   0.006736136466977111,   0.006681650169597383,   0.006218436277943346,   0.005614024016956665,   0.004862233111751732,   0.003546765762417864,   0.002202787643591775,   0.0013464989694664262,   0.001239435969907578,   0.0,   0.0005371379035415709,   0.0012488392846384596,   0.0030819197881118495,   0.006146239155195994,   0.007910747184737277,   0.008610866290057157,   0.00879231683954524,   0.008699471157968621,   0.008134271571043114,   0.007340570726791791,   0.006526202639137884,   0.005753443984669066,   0.004394342401785966,   0.0027864110268717374,   0.0025615945443694574,   0.0,   0.000498763795452129,   0.0011595952034289866,   0.00268235327975037,   0.00528923187523647,   0.007032914991499179,   0.007808457745289319,   0.008015660118004904,   0.007842762256732574,   0.007316072901782361,   0.006549887703113983,   0.005841350316549967,   0.004851440190796986,   0.003331692584269904,   0.002040250859700361,   0.0018766951388419428,   0.0,   0.0005755168679492063,   0.001338092276854599,   0.00358356992621077,   0.006515088371780878,   0.008248396148460107,   0.008611746019421603,   0.008818538655899384,   0.008782177024824438,   0.00819681684363596,   0.007287506299895981,   0.006441944608733498,   0.0056901344164920886,   0.004406313479430386,   0.0028080465807990037,   0.0025818147525005744,   0.0,   0.0005115538792195745,   0.0011893426342590163,   0.0028061953593343076,   0.005517739731016259,   0.007107077733576401,   0.007941823626658424,   0.008268131548806438,   0.008329053935043438,   0.00789779540754269,   0.00717091962240628,   0.006581905992057692,   0.005805961113383189,   0.004403592653195737,   0.0027865034015902945,   
cool_nickel_particulate   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.5,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.7,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.0,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   3.3,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   4.2,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   3.9,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.5,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   4.0,   
cool_hydrogen   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.3e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.600000000000001e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.7000000000000005e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   3.800000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   4.000000000000001e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   3.5e-05,   
cool_soluble_nickel   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.18,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.17,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.14,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.25,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   0.19,   
pin_steamrate   0.09414816532872261,   0.16564199851393568,   0.2419047572505505,   0.31429664051925005,   0.3062972694125749,   0.24932511088341988,   0.17122862565571734,   0.08433357781919942,   0.006457221915519352,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.09414816532872261,   0.16564199851393568,   0.24190475395472247,   0.31429663887508746,   0.3062972720462347,   0.2493251128333586,   0.171228623823115,   0.08433357891906419,   0.006457221556086538,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.09414816532872261,   0.16564199851393568,   0.2419047536853626,   0.31429663499345706,   0.3062972720602333,   0.24932510969785437,   0.17122862733558655,   0.08433357911019872,   0.00645722191048278,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.09414816532872261,   0.16564199851393568,   0.2419047552360972,   0.314296637770127,   0.30629727031671544,   0.249325111232172,   0.17122862684146636,   0.08433357805381156,   0.00645722217562964,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.09414816532872261,   0.16564199851393568,   0.24190475402901743,   0.31429663845748307,   0.3062972704209034,   0.2493251087436912,   0.17122862590781782,   0.08433357786942182,   0.006457221501776778,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.09414816532872261,   0.16564199851393568,   0.24190475273407552,   0.3142966365557824,   0.3062972710188779,   0.24932510903799568,   0.17122862173604672,   0.08433357682655529,   0.006457221466698199,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.09414816532872261,   0.16564199851393568,   0.24190475257714092,   0.31429663824361403,   0.3062972687156559,   0.24932510666355917,   0.17122862400216704,   0.08433357624817311,   0.006457221999909582,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.09414816532872261,   0.16564199851393568,   0.24190475630146327,   0.31429663873064345,   0.3062972703259163,   0.24932510873794103,   0.1712286247254634,   0.08433357722246934,   0.006457221409639983,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   
cool_soluble_iron   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   2.0,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.4,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.7,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.6,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   1.3,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   2.5,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   1.8,   
core_crud_mass   0.0,   3.4356911646926647,   6.0155870913044645,   10.387717340607724,   14.886689640583853,   19.421966674863924,   23.610585084044946,   27.345225993062957,   30.662413529128948,   33.68450293286225,   36.355351462190974,   38.50415460893971,   40.016343601365904,   40.794569920479034,   40.90628819335863,   40.88468855348651,   0.0,   3.632065821427939,   6.3594672234438825,   11.023613485707244,   15.932279287537563,   20.998177170842304,   25.757243835657583,   29.999771801802428,   33.714712789688974,   37.0673050204441,   40.023301200778405,   42.39663114550688,   44.05006065318625,   44.906504927801166,   45.02720077649161,   45.005107315206665,   0.0,   2.94477790831679,   5.155948098788619,   8.864879844281091,   12.498035666051122,   15.977434834481778,   18.99874231689204,   21.613122403048795,   23.993511412505992,   26.254083013589984,   28.292733711990408,   29.9607914004365,   31.134879329277968,   31.73888526213856,   31.78925821320682,   31.760882881167618,   0.0,   3.2393218706409774,   5.6717210484132226,   9.769439191605466,   13.916865161116377,   18.020978152299033,   21.765496408776013,   25.10683983505289,   28.13982221423626,   30.94941091735439,   33.45026364022971,   35.483879207830654,   36.926091347682316,   37.688800845128114,   37.8123186772991,   37.79776958238659,   0.0,   4.123025384824036,   7.219241297844091,   12.714696639484767,   18.85485070946937,   25.511194961513425,   31.90545377828002,   37.51270428920624,   42.29721894863877,   46.559315740070396,   50.287754861430294,   53.22917250827746,   55.2209155597349,   56.226915184635736,   56.33454558898278,   56.31687072040777,   0.0,   3.8284458228689298,   6.703361080563868,   11.681034777609813,   17.043287391078806,   22.695817097833615,   28.06528691120946,   32.82722681129726,   36.949606542120506,   40.64217832186923,   43.888327308634814,   46.47782369394491,   48.25334232841452,   49.168652085375896,   49.2779253884497,   49.25534675245371,   0.0,   4.417616448835831,   7.73537407709415,   13.764850552617611,   20.56018893414563,   27.97261812026256,   34.87244225945614,   40.74570943521682,   45.70543161081427,   50.07259011586202,   53.81110307371808,   56.68844235954927,   58.565627596405584,   59.430073633502836,   59.3971211678178,   59.35489744403928,   0.0,   3.9266376869229784,   6.875314205638807,   12.01448916023231,   17.58302613495815,   23.482009458118956,   29.281192885048924,   34.46812904111995,   39.03401195092149,   43.26128816953405,   47.216461453824714,   50.7851431366059,   54.09715204540336,   58.26460980235288,   64.69190313522634,   
pin_avg_boron_thickness   0.0,   0.0,   0.0,   0.0,   4.750019717124838,   11.999999999999892,   15.500026230196129,   16.00000000000021,   13.750019679873704,   10.250019694343424,   3.9999999999997877,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   6.750019708834823,   14.500026235701593,   17.250124547693694,   17.75001966336347,   16.00015736466357,   12.500026246718868,   5.750019712978773,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   6.500026279827267,   8.999999999999918,   10.750019692275416,   9.75001969641249,   5.750072280922188,   0.5000263130197371,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   2.5000263019464155,   10.50007877323717,   13.750019679873704,   13.99999999999952,   13.500026241209174,   9.250019698481559,   3.250019723346843,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   12.500026246718868,   20.000000000000526,   23.50007855870916,   23.999999999999783,   22.000000000000153,   17.999999999999837,   11.250019690207406,   4.500026290882083,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   8.250124783269195,   17.000104887768575,   19.75001965511787,   20.5000262027037,   19.25007207632178,   14.750072144392549,   7.750019704691931,   1.5000263074814901,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5000263130197371,   15.500026230196129,   23.50007855870916,   25.500026175269436,   24.750019634536123,   23.250019640705254,   19.25007207632178,   12.000052498949655,   5.0000000000001315,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   9.999999999999734,   17.250019665425135,   20.5000262027037,   21.500078591637575,   20.25007206121221,   16.50002622469278,   9.500026263262757,   2.5000263019464155,   0.0,   0.0,   0.0,   
pin_avg_crud_borondensity   0.0,   1.864215027121345e-07,   4.583927099048221e-07,   1.2163045406128278e-06,   0.00018597070029579828,   0.00046432470446567195,   0.0006030255279380629,   0.0006221765914903197,   0.0005354968974920322,   0.00039991198159381044,   0.0001588008239384764,   4.055017762870198e-06,   1.8533309610419816e-06,   9.531753456507415e-07,   5.581695774695769e-07,   3.704516004106201e-07,   0.0,   1.9709588432943637e-07,   4.902890621387409e-07,   1.4053384802471868e-06,   0.0002633470342144963,   0.0005607526767578188,   0.0006713460057507499,   0.0006902913113986181,   0.0006228628547172283,   0.0004868083245689655,   0.00022631500244248623,   4.718379852949761e-06,   2.4873824339781026e-06,   1.1528483007896233e-06,   6.673451948461935e-07,   4.4582436838998823e-07,   0.0,   1.5963092253555624e-07,   3.918002594528914e-07,   9.2674507329907e-07,   2.7486295040747804e-06,   0.0002520779288070733,   0.0003520434333951713,   0.0004187281883076581,   0.00038019886652254967,   0.00022619049887462558,   2.345225352716655e-05,   2.4104819887840877e-06,   1.121409052296651e-06,   6.436258093221684e-07,   3.797994796802517e-07,   2.527907597024717e-07,   0.0,   1.7565004839685656e-07,   4.321961242506412e-07,   1.099847231588154e-06,   9.855227304526591e-05,   0.0004067263561769055,   0.0005358697041053214,   0.0005459009362006087,   0.0005259509987363532,   0.00036166142251165364,   0.00012970495453059938,   3.8367846863495866e-06,   1.6657310592603708e-06,   8.824622469260286e-07,   5.215421777595121e-07,   3.444265665266214e-07,   0.0,   2.238960275537064e-07,   5.59479942352748e-07,   2.2923789954424294e-06,   0.0004860732785675703,   0.0007739099733006818,   0.0009146810299063182,   0.0009336839075913667,   0.0008562901932828391,   0.0007007068950483002,   0.0004390065964311746,   0.0001781540680038824,   4.599706697917193e-06,   2.1564305757580503e-06,   1.0725411457049023e-06,   7.120426940141999e-07,   0.0,   2.0784511770691138e-07,   5.188069650968824e-07,   1.6847804515694332e-06,   0.0003219769436294242,   0.0006574870127354132,   0.0007686726820549894,   0.0007975285724139446,   0.0007486798308037969,   0.0005742298494013126,   0.00030347278422119633,   6.23621395652535e-05,   3.197730318309448e-06,   1.3918784724209288e-06,   7.868656032254334e-07,   5.216788715106753e-07,   0.0,   2.3966640762738403e-07,   6.095330972793098e-07,   2.1915794420353837e-05,   0.000601167566135163,   0.0009081667451019968,   0.000990396225135628,   0.0009612806034056084,   0.0009034375734665455,   0.0007480562707860931,   0.00046753141395359854,   0.0001973048679874016,   4.483399067209495e-06,   2.177245381141234e-06,   1.0799963841695318e-06,   7.163300799369911e-07,   0.0,   1.774799042159248e-07,   4.467202293856473e-07,   1.6989400292318312e-06,   0.00038898625592288734,   0.0006671480574496994,   0.0007918471438291598,   0.0008295122273354244,   0.0007806777670927072,   0.0006352703805026394,   0.00036568852731729505,   9.694999989151252e-05,   7.736288222550253e-07,   1.8599540387221497e-07,   4.775072324937809e-08,   
